,Media Source,Tweet,Date,Compound,Positive,Negative,Neutral,Dates
217,@CNN,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/SxpvzKORbT https://t.co/UESQOryY0Y",Sat Sep 29 13:01:12 +0000 2018,-0.7717,0.0,0.309,0.691,2018-09-29 13:01:12
437,@nytimes,"International readers from South Africa to Scotland told us that they watched the Kavanaugh hearing: ""I don’t think… https://t.co/fSnOcku47s",Sat Sep 29 13:02:07 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 13:02:07
123,@CBSNews,"See Tom Hanks as Mister Rogers in ""You Are My Friend"" https://t.co/nxKfa4SEqw https://t.co/BnjC7s4wrI",Sat Sep 29 13:03:04 +0000 2018,0.4939,0.211,0.0,0.789,2018-09-29 13:03:04
359,@FoxNews,RT @foxnation: Word is spreading fast about Fox Nation! Watch our new national ad and be sure to sign up for updates: https://t.co/N6LRGAVR…,Sat Sep 29 13:03:54 +0000 2018,0.3802,0.105,0.0,0.895,2018-09-29 13:03:54
436,@nytimes,"The Times fact-checked Brett Kavanaugh's hearing testimony about his drinking habits and whether friends had ""refut… https://t.co/5iwyo3W7fK",Sat Sep 29 13:06:49 +0000 2018,0.4767,0.162,0.0,0.838,2018-09-29 13:06:49
358,@FoxNews,"Wanda Sykes' Trump jokes lead to heckling, walkouts https://t.co/2QiOEGpXMd",Sat Sep 29 13:15:00 +0000 2018,0.0772,0.187,0.159,0.654,2018-09-29 13:15:00
435,@nytimes,"Recently widowed, they each joined a college program designed to keep older adults active and social. There, they f… https://t.co/yZYzPPfzs4",Sat Sep 29 13:15:06 +0000 2018,-0.1027,0.118,0.136,0.746,2018-09-29 13:15:06
216,@CNN,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bell… https://t.co/Qss2RgsvMs",Sat Sep 29 13:16:03 +0000 2018,-0.3182,0.0,0.113,0.887,2018-09-29 13:16:03
357,@FoxNews,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/AdMpCaO0bB",Sat Sep 29 13:16:41 +0000 2018,0.5423,0.273,0.0,0.727,2018-09-29 13:16:41
356,@FoxNews,".@RajShah45: “To reassure certain senators, the president has ordered this supplemental FBI probe.” https://t.co/akpqU5c3DU",Sat Sep 29 13:20:00 +0000 2018,0.5423,0.273,0.0,0.727,2018-09-29 13:20:00
122,@CBSNews,XXXTentacion murder: Surveillance video shows deadly ambush of rapper in Florida https://t.co/yCPns4rVOx https://t.co/fDvL79hwdj,Sat Sep 29 13:29:35 +0000 2018,-0.6908,0.0,0.281,0.719,2018-09-29 13:29:35
215,@CNN,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/4LW4920YfF,Sat Sep 29 13:31:00 +0000 2018,0.2732,0.116,0.0,0.884,2018-09-29 13:31:00
355,@FoxNews,".@RepGoodlatte: “I issued a subpoena to the Justice Department, compelling them to issue the McCabe memos to the Co… https://t.co/WUYJaTUAwZ",Sat Sep 29 13:31:40 +0000 2018,0.6486,0.238,0.0,0.762,2018-09-29 13:31:40
434,@nytimes,"Today, be kind to yourself
https://t.co/t4zSIkZ2bA",Sat Sep 29 13:31:53 +0000 2018,0.5267,0.405,0.0,0.595,2018-09-29 13:31:53
433,@nytimes,"An earthquake and tsunami in Indonesia has killed nearly 400 people in one city alone, and the death toll could ris… https://t.co/McBorQCrn7",Sat Sep 29 13:36:20 +0000 2018,-0.886,0.0,0.354,0.646,2018-09-29 13:36:20
354,@FoxNews,Shark in Bahamas tries eating fisherman's boat motor https://t.co/Suc975UA9b,Sat Sep 29 13:41:17 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 13:41:17
214,@CNN,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/8KgMQNawGx,Sat Sep 29 13:46:06 +0000 2018,-0.7003,0.055,0.242,0.703,2018-09-29 13:46:06
121,@CBSNews,"Brett Kavanaugh called the allegations against him a ""calculated and orchestrated political hit"" by Democrats and t… https://t.co/mcS5Dfrnjp",Sat Sep 29 13:49:37 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 13:49:37
432,@nytimes,Here are 3 things an FBI investigation into Christine Blasey Ford's allegations against Kavanaugh could clear up. https://t.co/pYa7vXEijl,Sat Sep 29 13:50:04 +0000 2018,0.3818,0.14,0.0,0.86,2018-09-29 13:50:04
353,@FoxNews,JUST IN: Two police officers dead following confrontation in Mississippi https://t.co/VYRX0Q1rmg,Sat Sep 29 13:50:27 +0000 2018,-0.765,0.0,0.423,0.577,2018-09-29 13:50:27
213,@CNN,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/qsWWdCkbp1",Sat Sep 29 14:01:06 +0000 2018,0.1779,0.234,0.245,0.52,2018-09-29 14:01:06
352,@FoxNews,.@SteveDoocy and his new ‘The Happy Cookbook’ -- Want an instant happy place? Make a pot roast! https://t.co/Z1up344276,Sat Sep 29 14:02:17 +0000 2018,0.8398,0.391,0.0,0.609,2018-09-29 14:02:17
5,@BBC,"'What do I know her from again?' 🤔📺

These are the TV actors who pop up in everything. https://t.co/XLQBs5bE5p https://t.co/DJWV8U3OhY",Sat Sep 29 14:03:07 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:03:07
431,@nytimes,"California Republican Rep. Duncan Hunter, himself indicted for misuse of campaign funds, launches ad suggesting his… https://t.co/poEJN8D4dP",Sat Sep 29 14:05:05 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:05:05
351,@FoxNews,Bride surprises groom with first look at his mother’s grave https://t.co/RNgniKBo89,Sat Sep 29 14:05:08 +0000 2018,-0.1779,0.141,0.193,0.667,2018-09-29 14:05:08
120,@CBSNews,"Prominent business leader Philip Trenary shot dead in Memphis; ""personal vendetta"" eyed https://t.co/FdqolZx65m https://t.co/hj5GrbwUNE",Sat Sep 29 14:09:31 +0000 2018,-0.4588,0.124,0.231,0.645,2018-09-29 14:09:31
430,@nytimes,"""The Simpsons"" is turning 30, and the Simpsons haven't aged a day. But they have evolved, as the culture has with t… https://t.co/ma5XF4aF1G",Sat Sep 29 14:10:08 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:10:08
350,@FoxNews,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/Lqu82OcuQD,Sat Sep 29 14:10:11 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:10:11
349,@FoxNews,"TOMORROW: @benshapiro breaks down the Kavanaugh accusations, the hearings and D.C. hypocrisy on the second edition… https://t.co/kJkVzzybcw",Sat Sep 29 14:13:00 +0000 2018,-0.3182,0.0,0.126,0.874,2018-09-29 14:13:00
429,@nytimes,"""They played football, they joined a fraternity, they drank and partied, and it's just part of Americana: That's ho… https://t.co/EG27RVgRnK",Sat Sep 29 14:25:05 +0000 2018,0.5859,0.22,0.0,0.78,2018-09-29 14:25:05
348,@FoxNews,Graham says McCain's anger at Kavanaugh hearing 'would have made me look like a choir boy' https://t.co/cRKfSPBbPY,Sat Sep 29 14:26:10 +0000 2018,-0.296,0.124,0.183,0.693,2018-09-29 14:26:10
119,@CBSNews,"Marty Balin, founder of Jefferson Airplane, dies at 76 https://t.co/h2pY4wFzMr https://t.co/czhq7Es1nB",Sat Sep 29 14:29:48 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:29:48
347,@FoxNews,".@repcleaver: “Both sides, Republicans and Democrats, went into the hearing saying, ‘the other side has a closed mi… https://t.co/aqf5rfYE9x",Sat Sep 29 14:38:40 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:38:40
428,@nytimes,"RT @NYTScience: “If you are too upset, you are crazy. If you are not upset enough, people don’t believe you were raped. So you have to be j…",Sat Sep 29 14:41:54 +0000 2018,-0.9042,0.0,0.337,0.663,2018-09-29 14:41:54
346,@FoxNews,.@repcleaver: “What we saw yesterday was an undignified dogfight parading as a hearing.” https://t.co/AT6o6lClnR,Sat Sep 29 14:42:58 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 14:42:58
345,@FoxNews,"Peter Navarro: “At the end of the day, this president is not going to take a deal that’s not good for this county.” https://t.co/R48KVRd34T",Sat Sep 29 14:50:25 +0000 2018,-0.3412,0.0,0.099,0.901,2018-09-29 14:50:25
427,@nytimes,"Christine Blasey Ford’s searing testimony before the Senate Judiciary Committee, and Brett Kavanaugh’s furious resp… https://t.co/UjbN3YWdSi",Sat Sep 29 14:55:06 +0000 2018,-0.5719,0.0,0.198,0.802,2018-09-29 14:55:06
344,@FoxNews,Peter Navarro: “Most of the big issues are solved with Canada. It’s a great deal for all three countries in that it… https://t.co/JN060VIVzo,Sat Sep 29 15:01:25 +0000 2018,0.7351,0.237,0.0,0.763,2018-09-29 15:01:25
4,@BBC,"Always start by playing paper! 👊✋✌️

This is how to win at rock-paper-scissors... 

https://t.co/2VzUFq74FT",Sat Sep 29 15:02:04 +0000 2018,0.7088,0.329,0.0,0.671,2018-09-29 15:02:04
118,@CBSNews,Two Mississippi officers dead after shootout; wounded suspect in custody https://t.co/JPj3Iz4IGF https://t.co/Ilgd3wTLad,Sat Sep 29 15:02:12 +0000 2018,-0.7579,0.0,0.394,0.606,2018-09-29 15:02:12
343,@FoxNews,"Peter Navarro: “NAFTA was a tremendous, tremendous harm to this country.” https://t.co/HA7OpayWcz",Sat Sep 29 15:09:43 +0000 2018,-0.5423,0.0,0.259,0.741,2018-09-29 15:09:43
426,@nytimes,"In a unanimous vote, Canadian lawmakers move to strip Daw Aung San Suu Kyi of her honorary citizenship https://t.co/KBI7JlUI2h",Sat Sep 29 15:12:04 +0000 2018,0.34,0.124,0.0,0.876,2018-09-29 15:12:04
212,@CNN,Typhoon Trami is unleashing heavy winds and rain on southern Japan as it slowly marches toward the nation's main is… https://t.co/6mrQrfOpXW,Sat Sep 29 15:17:19 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 15:17:19
117,@CBSNews,"The Brett Kavanaugh and Christine Blasey Ford hearings drew more than 20 million viewers, an audience comparable to… https://t.co/Yld5VtRIft",Sat Sep 29 15:19:34 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 15:19:34
342,@FoxNews,Joshua Rogers: I tried to help two hostages escape terrorists. Here's what happened https://t.co/lqmv8F0li1,Sat Sep 29 15:21:35 +0000 2018,-0.1779,0.238,0.222,0.541,2018-09-29 15:21:35
341,@FoxNews,Amal Clooney fights to have imprisoned journalists pardoned at UN conference https://t.co/BsLmzLYxz7,Sat Sep 29 15:24:32 +0000 2018,-0.5859,0.114,0.343,0.542,2018-09-29 15:24:32
425,@nytimes,The parents of this 6-year-old boy believed his speech difficulties were due to developmental delays. Then a dentis… https://t.co/ag4Kk6ekJ5,Sat Sep 29 15:25:05 +0000 2018,-0.296,0.0,0.115,0.885,2018-09-29 15:25:05
424,@nytimes,"""I feel like it was a message being sent: 'Don’t be like Tara or you will end up like Tara,'"" one woman said of the… https://t.co/ZO6fAkjXHT",Sat Sep 29 15:40:05 +0000 2018,0.7579,0.254,0.0,0.746,2018-09-29 15:40:05
340,@FoxNews,Maryland authorities say they'll investigate Kavanaugh -- if a victim files a complaint https://t.co/MOUtqsYuNL,Sat Sep 29 15:45:50 +0000 2018,-0.5106,0.0,0.301,0.699,2018-09-29 15:45:50
211,@CNN,"Leland Ingham Keyser, a friend of Christine Blasey Ford, is not refuting Ford's allegation and will cooperate with… https://t.co/TJafi07Kia",Sat Sep 29 15:46:07 +0000 2018,0.4939,0.158,0.0,0.842,2018-09-29 15:46:07
339,@FoxNews,Michael Moore slams ex-wife's lawsuit as a 'smear campaign' https://t.co/Uq9cyfzNAj,Sat Sep 29 15:53:09 +0000 2018,-0.5267,0.0,0.386,0.614,2018-09-29 15:53:09
338,@FoxNews,SUNDAY: Don't miss @PressSec's exclusive interview on @FoxNewsSunday. Check your local listings and tune in at 2p a… https://t.co/bZxOvLEosK,Sat Sep 29 15:54:35 +0000 2018,0.0191,0.073,0.069,0.858,2018-09-29 15:54:35
3,@BBC,"RT @BBCEngland: Benny the beluga whale is spending his fifth day in the Thames but appears to be healthy and swimming normally, the Port of…",Sat Sep 29 15:54:38 +0000 2018,0.5499,0.129,0.0,0.871,2018-09-29 15:54:38
423,@nytimes,"Brett Kavanaugh’s testimony raised questions about his neutrality and temperament, threatening the already fragile… https://t.co/pyz4RGBCmF",Sat Sep 29 15:55:06 +0000 2018,-0.5267,0.0,0.195,0.805,2018-09-29 15:55:06
116,@CBSNews,"Review: Orson Welles' ""The Other Side of the Wind"" was one of the most infamous unfinished films for decades. Does… https://t.co/QBvRtNyUgs",Sat Sep 29 16:00:02 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 16:00:02
210,@CNN,At least 384 are dead and hundreds injured after a tsunami and earthquake in Indonesia https://t.co/6QMEFJopLb https://t.co/IYCYKfCIUU,Sat Sep 29 16:00:10 +0000 2018,-0.7906,0.0,0.333,0.667,2018-09-29 16:00:10
337,@FoxNews,"'It Was Heartbreaking': Friend of Kavanaugh Reacts to Hearings, FBI Probe https://t.co/tkfpfIpSav",Sat Sep 29 16:00:20 +0000 2018,0.4939,0.225,0.0,0.775,2018-09-29 16:00:20
2,@BBC,"'My children bought back the car I sold to pay for wife's cancer treatment'. ❤️️🚘

https://t.co/xOJwzbgGlE https://t.co/Tx3WYCkCXu",Sat Sep 29 16:01:07 +0000 2018,-0.7003,0.0,0.293,0.707,2018-09-29 16:01:07
422,@nytimes,"Marty Balin, the founder, lead singer and songwriter for Jefferson Airplane and key member of Jefferson Starship, d… https://t.co/Soyr6U4eID",Sat Sep 29 16:05:08 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 16:05:08
336,@FoxNews,"Steve Pomerantz: “The FBI never reaches a conclusion, but hopefully they provide enough information within their re… https://t.co/VYdcCKVW9j",Sat Sep 29 16:09:54 +0000 2018,0.5386,0.181,0.055,0.764,2018-09-29 16:09:54
335,@FoxNews,'Jeff Flake Has No Spine': Bongino Says Lawmaker 'Sold Out the GOP' With Call for Kavanaugh Probe https://t.co/kqu0nB29BS,Sat Sep 29 16:13:12 +0000 2018,-0.296,0.0,0.115,0.885,2018-09-29 16:13:12
115,@CBSNews,Christine Blasey Ford's friend Leland Keyser says she doesn't remember 1982 house party but believes the sexual ass… https://t.co/v31N85nHPR,Sat Sep 29 16:19:41 +0000 2018,0.4497,0.189,0.0,0.811,2018-09-29 16:19:41
421,@nytimes,"RT @nytopinion: I never felt compelled to share my story before, because it is so common, because so many women have been through worse. Bu…",Sat Sep 29 16:20:03 +0000 2018,-0.2612,0.08,0.155,0.765,2018-09-29 16:20:03
334,@FoxNews,"Critical moments for our country need real, smart coverage. That’s why for the Kavanaugh hearings, more Americans t… https://t.co/WCUfEvNPzO",Sat Sep 29 16:22:51 +0000 2018,0.1027,0.123,0.105,0.773,2018-09-29 16:22:51
209,@CNN,"A 33-year-old vet went to the VA for help. Hours later, he took his own life. https://t.co/Fv9cfLdrE9",Sat Sep 29 16:30:13 +0000 2018,0.4019,0.153,0.0,0.847,2018-09-29 16:30:13
114,@CBSNews,"""If you didn't cooperate with him, you was going down"": Wrongfully convicted Chicago residents recall life under co… https://t.co/ShnjHjvu3a",Sat Sep 29 16:39:34 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 16:39:34
333,@FoxNews,RT @FoxBusiness: Boeing wins $2.4 billion Air Force contract for new Huey helicopter https://t.co/d0edWlGE2k,Sat Sep 29 16:39:48 +0000 2018,0.5719,0.222,0.0,0.778,2018-09-29 16:39:48
420,@nytimes,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/cnfYEQkQcE,Sat Sep 29 16:40:07 +0000 2018,-0.296,0.0,0.099,0.901,2018-09-29 16:40:07
332,@FoxNews,RT @FoxBusiness: Americans' optimism on economy near two-decade high  https://t.co/csUQIam7xq,Sat Sep 29 16:40:11 +0000 2018,0.5423,0.28,0.0,0.72,2018-09-29 16:40:11
331,@FoxNews,RT @FoxBusiness: World's first flying car about to go on sale  https://t.co/SgxFQnF9g8,Sat Sep 29 16:40:32 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 16:40:32
330,@FoxNews,"Paralyzed patients take first steps after implant, intense rehab https://t.co/yzYR8uZuqx",Sat Sep 29 16:44:54 +0000 2018,0.0772,0.126,0.0,0.874,2018-09-29 16:44:54
329,@FoxNews,The U.S. Navy Blue Angels perform a dynamic aerial maneuver during the 2018 Marine Corps Air Station Miramar Air Sh… https://t.co/0odXp96Nij,Sat Sep 29 16:51:00 +0000 2018,0.3818,0.12,0.0,0.88,2018-09-29 16:51:00
419,@nytimes,"Christine Blasey Ford's composed, but wrenching, testimony was ""a stark reminder of the gender dynamics, and mental… https://t.co/QRAo9fYkb6",Sat Sep 29 16:55:01 +0000 2018,0.3919,0.135,0.0,0.865,2018-09-29 16:55:01
328,@FoxNews,Soldier Returning from Afghanistan Surprises 5-Year-Old Daughter https://t.co/jlJ5J5F0J5,Sat Sep 29 16:58:36 +0000 2018,0.2263,0.213,0.0,0.787,2018-09-29 16:58:36
113,@CBSNews,"North Korea says ""no way"" it will disarm nuclear weapons if it can't trust U.S. https://t.co/c3aPYpK9I2 https://t.co/nFRGAP2jJa",Sat Sep 29 17:00:00 +0000 2018,-0.7784,0.0,0.358,0.642,2018-09-29 17:00:00
1,@BBC,🐣😍 Conservationists have been monitoring the progress of rare Leach's storm petrel chicks on the remote Scottish ar… https://t.co/KzMHUIysAO,Sat Sep 29 17:02:12 +0000 2018,0.4215,0.135,0.0,0.865,2018-09-29 17:02:12
327,@FoxNews,'Last Man Standing' star Tim Allen says it's 'nobody's business' what he thinks about politics https://t.co/PYtsqdgVqJ,Sat Sep 29 17:05:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:05:00
418,@nytimes,"At this very moment, The Upshot and Siena College pollsters are making phone calls across America. You call follow… https://t.co/FEh7w3EIsH",Sat Sep 29 17:11:05 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:11:05
326,@FoxNews,".@MichelleObama: “I am tired of the daily chaos, the pettiness, the meanness that too often dominates the political… https://t.co/5cx4k96pnU",Sat Sep 29 17:15:00 +0000 2018,-0.7506,0.05,0.277,0.672,2018-09-29 17:15:00
112,@CBSNews,"New York Film Festival review: ""The Favourite,"" from Greek director Yorgos Lanthimos, is a cruelly funny period pie… https://t.co/vpeqeVP5ZL",Sat Sep 29 17:19:45 +0000 2018,0.3182,0.245,0.153,0.602,2018-09-29 17:19:45
208,@CNN,"Two police officers were killed in a shootout early Saturday in Brookhaven, Mississippi, a state official said. https://t.co/sWEwLdiMHf",Sat Sep 29 17:20:08 +0000 2018,-0.6705,0.0,0.231,0.769,2018-09-29 17:20:08
325,@FoxNews,Canadian woman’s text to the wrong number brings a kind stranger to family wake https://t.co/ImY62q3sV8,Sat Sep 29 17:23:00 +0000 2018,0.1531,0.25,0.165,0.585,2018-09-29 17:23:00
417,@nytimes,"""Black women’s feminist contributions are very often erased,"" the novelist Tayari Jones observed. But their influen… https://t.co/CG1Gty3FJw",Sat Sep 29 17:25:09 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:25:09
416,@nytimes,Sign up to get the Race/Related newsletter by email https://t.co/j1V640Odl3,Sat Sep 29 17:25:56 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:25:56
324,@FoxNews,SEAL SLAP: A kayaker in New Zealand had a surprise visitor — who smacked him with an octopus. https://t.co/Wj71D7kK8u,Sat Sep 29 17:30:00 +0000 2018,0.5319,0.24,0.0,0.76,2018-09-29 17:30:00
207,@CNN,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/sSLpHYEdqC https://t.co/5iguBTXFez",Sat Sep 29 17:30:38 +0000 2018,-0.4019,0.0,0.137,0.863,2018-09-29 17:30:38
323,@FoxNews,LOOK: Pelosi Calls Republicans 'Despicable' in Misleading Fundraising Email https://t.co/jkYCNrIvvN,Sat Sep 29 17:35:00 +0000 2018,-0.4019,0.0,0.231,0.769,2018-09-29 17:35:00
322,@FoxNews,Cassidy: FBI Should Investigate Dems' Efforts to Delay Kavanaugh Confirmation https://t.co/uGQtDmZ7QV,Sat Sep 29 17:36:52 +0000 2018,-0.3182,0.0,0.187,0.813,2018-09-29 17:36:52
111,@CBSNews,"As uproar continues over NFL protests during the national anthem, some players are quietly working to enact change… https://t.co/ZWZp7Hlrms",Sat Sep 29 17:39:37 +0000 2018,-0.2263,0.0,0.095,0.905,2018-09-29 17:39:37
321,@FoxNews,"REFRESHING: Thunder, a dog in Illinois, has upgraded from a water bowl. This clever pooch gets water straight from… https://t.co/yassu7iQ3h",Sat Sep 29 17:40:00 +0000 2018,0.6597,0.252,0.0,0.748,2018-09-29 17:40:00
415,@nytimes,"Our 52 Places Traveler visits the Italian Dolomites and finds mountains like a ""crowd of pious giants frozen in sto… https://t.co/w9KvaH0hgw",Sat Sep 29 17:43:26 +0000 2018,0.3612,0.116,0.0,0.884,2018-09-29 17:43:26
320,@FoxNews,"This Texas man and his ""backup dancers"" were never out of step with each other. https://t.co/ltcHo8yDWn",Sat Sep 29 17:50:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:50:00
110,@CBSNews,"RT @CBSSunday: DID YOU KNOW...

""The average cost to get a pair of hearing aids in the US is about $4,700. That basically means then for th…",Sat Sep 29 17:51:57 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:51:57
319,@FoxNews,Joanna Gaines and Jenna Bush Hager attend Reese Witherspoon's book launch in Texas https://t.co/VHNMtBFdGD,Sat Sep 29 17:55:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 17:55:00
414,@nytimes,The invisible recession: A major economic event in 2016 escaped much public notice. But its impact was huge. https://t.co/HkKRiSBiOw,Sat Sep 29 17:55:03 +0000 2018,0.2617,0.141,0.091,0.767,2018-09-29 17:55:03
318,@FoxNews,Kanye West announces his new name is 'Ye' ahead of 'SNL' appearance https://t.co/cQJMFSHF4e,Sat Sep 29 18:00:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 18:00:00
109,@CBSNews,The Mississippi police officers shot and killed in an early morning confrontation have been identified as James Whi… https://t.co/1bBV2qVTmd,Sat Sep 29 18:00:01 +0000 2018,-0.7783,0.0,0.286,0.714,2018-09-29 18:00:01
206,@CNN,"Called ""The Passion Diamond Shoes"", these gold and diamond-encrusted stilettos are believed to be the world's most… https://t.co/zjDnYO6jGI",Sat Sep 29 18:00:36 +0000 2018,0.6597,0.252,0.0,0.748,2018-09-29 18:00:36
317,@FoxNews,North Korean foreign minister says country will never disarm nuclear weapons without trust in US https://t.co/qfB66jzgL3,Sat Sep 29 18:07:00 +0000 2018,-0.0762,0.126,0.141,0.733,2018-09-29 18:07:00
413,@nytimes,"Organizers have announced a date for the 2019 Women's March, which will be held in Washington with sister demonstra… https://t.co/6b1sZxT5RE",Sat Sep 29 18:10:05 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 18:10:05
316,@FoxNews,"TONIGHT: @POTUS holds a rally in Wheeling, West Virginia at 7p ET. Tune in to Fox News Channel for LIVE coverage. https://t.co/FBWGoxLf2Y",Sat Sep 29 18:14:00 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 18:14:00
108,@CBSNews,"Nancy Pelosi calls Brett Kavanaugh ""hysterical,"" says he is unfit to serve on the Supreme Court… https://t.co/zkM7CB3JcH",Sat Sep 29 18:19:38 +0000 2018,0.5574,0.184,0.0,0.816,2018-09-29 18:19:38
315,@FoxNews,"Boy, 13, attacked by shark in San Diego County during diving trip, suffers serious injuries. https://t.co/HW7WjVPreE",Sat Sep 29 18:20:00 +0000 2018,-0.7269,0.063,0.357,0.58,2018-09-29 18:20:00
412,@nytimes,RT @nytimesbusiness: The White House Council of Economic Advisers calculates that increasingly generous paid leave benefits mean that the a…,Sat Sep 29 18:25:05 +0000 2018,0.6908,0.245,0.05,0.705,2018-09-29 18:25:05
314,@FoxNews,Facebook announced nearly 50 million accounts were exposed during a major security breach. @Jeff_Journalist reports… https://t.co/FQtuYGxQ1P,Sat Sep 29 18:30:59 +0000 2018,0.2732,0.144,0.078,0.778,2018-09-29 18:30:59
205,@CNN,Only these 8 states require sex education classes to mention consent https://t.co/iEMukcvLni https://t.co/tSeUG8ez0x,Sat Sep 29 18:31:05 +0000 2018,0.2263,0.147,0.0,0.853,2018-09-29 18:31:05
313,@FoxNews,"Sarah Palin's eldest son, Track, arrested on domestic violence charges, police say. https://t.co/cK8MSHsAoh",Sat Sep 29 18:40:00 +0000 2018,-0.8519,0.0,0.482,0.518,2018-09-29 18:40:00
411,@nytimes,"With their indignant eruptions in the Senate, Brett Kavanaugh and Lindsey Graham took a page from President Trump's… https://t.co/Y6GaKJHoMP",Sat Sep 29 18:40:01 +0000 2018,-0.4215,0.0,0.141,0.859,2018-09-29 18:40:01
107,@CBSNews,Two children found dead in hot vehicles hours apart in Florida https://t.co/XfU6IDxbHN https://t.co/5JE24n2vpO,Sat Sep 29 18:41:32 +0000 2018,-0.6486,0.0,0.264,0.736,2018-09-29 18:41:32
312,@FoxNews,"SUNDAY: Don't miss Kentucky Gov. @MattBevin on ""Life, Liberty and Levin"" hosted by @marklevinshow. Tune in at 11p E… https://t.co/s3iuLjWduD",Sat Sep 29 18:42:00 +0000 2018,0.5919,0.212,0.0,0.788,2018-09-29 18:42:00
311,@FoxNews,North Korea agrees to dismantle nuclear site if U.S. reduces ground forces in South Korea. https://t.co/wh2tz8WlrY https://t.co/cpHr75SfxS,Sat Sep 29 18:54:21 +0000 2018,0.2023,0.101,0.0,0.899,2018-09-29 18:54:21
410,@nytimes,"The booming housing market is slowing down. Years of breakneck price increases have outpaced wages, and buyers have… https://t.co/L4av1FXzA9",Sat Sep 29 18:55:04 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 18:55:04
106,@CBSNews,"The White House will determine the scope of the FBI's Brett Kavanaugh investigation, which could make it unlikely t… https://t.co/arDFVnj9hq",Sat Sep 29 18:59:55 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 18:59:55
409,@nytimes,"Did you stay up to date this week? Find out with this week's news quiz.
https://t.co/RrFhnBzf7H",Sat Sep 29 19:00:14 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 19:00:14
204,@CNN,"It’s a devastating scene, and the reality of so many parents addicted to drugs. @lisaling gives us a heartbreaking… https://t.co/sXEhUoMmu6",Sat Sep 29 19:00:30 +0000 2018,-0.6486,0.0,0.202,0.798,2018-09-29 19:00:30
310,@FoxNews,.@JohnFund: Kavanaugh debate is exactly why our founders thought early voting was a bad idea. (via @FoxNewsOpinion) https://t.co/pcmEty1SXe,Sat Sep 29 19:09:22 +0000 2018,-0.5423,0.0,0.179,0.821,2018-09-29 19:09:22
408,@nytimes,"In Opinion
Op-Ed contributor Sarah Hepola writes, ""I cannot know whether Judge Kavanaugh experienced a blackout. Bu… https://t.co/WYAFRRh0Mq",Sat Sep 29 19:17:11 +0000 2018,0.0,0.0,0.0,1.0,2018-09-29 19:17:11
105,@CBSNews,Wayde Sims shooting: Suspect arrested in LSU basketball player's death and admits to the killing… https://t.co/TAtOyT9TOO,Sat Sep 29 19:19:54 +0000 2018,-0.7906,0.094,0.393,0.513,2018-09-29 19:19:54
309,@FoxNews,Florida woman arrested in hot-car death of 1-year-old daughter. https://t.co/Frl2V2NtRx,Sat Sep 29 19:22:40 +0000 2018,-0.7906,0.0,0.467,0.533,2018-09-29 19:22:40
